-------------------------      Wed 03-03-2021 @ 19:36:55
Latest Calibration Data
Heading=25.12 Roll=-37.44 Pitch=143.75	Sys_cal=3 Gyro_cal=3 Accel_cal=3 Mag_cal=3
290.8125, -3.75, -0.75, -0.62, 0.2, -9.51, 0, 0, 0, 1614800392589, 1159, 1475
290.8125, -3.75, -0.75, -0.62, 0.21, -9.54, 0, 0, 0, 1614800392616, 1159, 1475
290.8125, -3.75, -0.75, -0.6, 0.22, -9.52, 0, 0, 0, 1614800392639, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.21, -9.52, 0, 0, 0, 1614800392666, 1159, 1475
290.8125, -3.75, -0.75, -0.6, 0.2, -9.52, 0, 0, 0, 1614800392689, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.21, -9.52, 0, 0, 0, 1614800392716, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.21, -9.53, 0, 0, 0, 1614800392740, 1159, 1475
290.8125, -3.75, -0.75, -0.6, 0.18, -9.51, 0, 0, 0, 1614800392767, 1159, 1475
290.8125, -3.75, -0.75, -0.59, 0.22, -9.52, 0, 0, 0, 1614800392790, 1159, 1475
290.8125, -3.75, -0.75, -0.62, 0.19, -9.55, 0, 0, 0, 1614800392817, 1159, 1475
290.8125, -3.75, -0.75, -0.62, 0.21, -9.52, 0, 0, 0, 1614800392840, 1159, 1475
290.8125, -3.75, -0.75, -0.6, 0.25, -9.54, 0, 0, 0, 1614800392867, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.21, -9.5, 0, 0, 0, 1614800392890, 1159, 1475
290.8125, -3.75, -0.75, -0.59, 0.21, -9.56, 0, 0, 0, 1614800392917, 1159, 1475
290.8125, -3.75, -0.75, -0.59, 0.21, -9.52, 0, 0, 0, 1614800392940, 1159, 1475
290.8125, -3.75, -0.75, -0.59, 0.21, -9.53, 0, 0, 0, 1614800392967, 1159, 1475
290.8125, -3.75, -0.75, -0.6, 0.23, -9.51, 0, 0, 0, 1614800392991, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.19, -9.57, 0, 0, 0, 1614800393018, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.22, -9.5, 0, 0, 0, 1614800393041, 1159, 1475
290.8125, -3.75, -0.75, -0.6, 0.2, -9.55, 0, 0, 0, 1614800393068, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.19, -9.51, 0, 0, 0, 1614800393091, 1159, 1475
290.8125, -3.75, -0.75, -0.62, 0.2, -9.53, 0, 0, 0, 1614800393118, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.2, -9.51, 0, 0, 0, 1614800393142, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.21, -9.53, 0, 0, 0, 1614800393168, 1159, 1475
290.8125, -3.75, -0.75, -0.62, 0.18, -9.53, 0, 0, 0, 1614800393191, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.19, -9.53, 0, 0, 0, 1614800393219, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.19, -9.54, 0, 0, 0, 1614800393242, 1159, 1475
290.8125, -3.75, -0.75, -0.6, 0.19, -9.55, 0, 0, 0, 1614800393269, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.22, -9.51, 0, 0, 0, 1614800393292, 1159, 1475
290.8125, -3.75, -0.75, -0.62, 0.19, -9.52, 0, 0, 0, 1614800393319, 1159, 1475
290.8125, -3.75, -0.75, -0.62, 0.2, -9.52, 0, 0, 0, 1614800393342, 1159, 1475
290.8125, -3.75, -0.75, -0.59, 0.2, -9.54, 0, 0, 0, 1614800393369, 1159, 1475
290.8125, -3.75, -0.75, -0.59, 0.21, -9.53, 0, 0, 0, 1614800393392, 1159, 1475
290.8125, -3.75, -0.75, -0.59, 0.19, -9.53, 0, 0, 0, 1614800393419, 1159, 1475
290.8125, -3.75, -0.75, -0.62, 0.22, -9.53, 0, 0, 0, 1614800393442, 1159, 1475
290.8125, -3.75, -0.75, -0.62, 0.21, -9.54, 0, 0, 0, 1614800393470, 1159, 1475
290.8125, -3.75, -0.75, -0.62, 0.19, -9.5, 0, 0, 0, 1614800393493, 1159, 1475
290.8125, -3.75, -0.75, -0.62, 0.24, -9.53, 0, 0, 0, 1614800393520, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.21, -9.51, 0, 0, 0, 1614800393543, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.21, -9.55, 0, 0, 0, 1614800393570, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.22, -9.54, 0, 0, 0, 1614800393593, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.2, -9.54, 0, 0, 0, 1614800393620, 1159, 1475
290.8125, -3.75, -0.75, -0.63, 0.21, -9.51, 0, 0, 0, 1614800393643, 1159, 1475
290.8125, -3.75, -0.75, -0.63, 0.2, -9.53, 0, 0, 0, 1614800393670, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.23, -9.5, 0, 0, 0, 1614800393693, 1159, 1475
290.8125, -3.75, -0.75, -0.62, 0.22, -9.52, 0, 0, 0, 1614800393721, 1159, 1475
290.8125, -3.75, -0.75, -0.59, 0.19, -9.52, 0, 0, 0, 1614800393744, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.21, -9.55, 0, 0, 0, 1614800393771, 1159, 1475
290.8125, -3.75, -0.75, -0.62, 0.22, -9.53, 0, 0, 0, 1614800393794, 1159, 1475
290.8125, -3.75, -0.75, -0.6, 0.24, -9.54, 0, 0, 0, 1614800393821, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.21, -9.55, 0, 0, 0, 1614800393844, 1159, 1475
290.8125, -3.75, -0.75, -0.63, 0.21, -9.52, 0, 0, 0, 1614800393871, 1159, 1475
290.8125, -3.75, -0.75, -0.6, 0.22, -9.53, 0, 0, 0, 1614800393894, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.2, -9.5, 0, 0, 0, 1614800393921, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.21, -9.51, 0, 0, 0, 1614800393945, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.2, -9.54, 0, 0, 0, 1614800393972, 1159, 1475
290.8125, -3.75, -0.75, -0.6, 0.23, -9.54, 0, 0, 0, 1614800393995, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.22, -9.52, 0, 0, 0, 1614800394022, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.23, -9.53, 0, 0, 0, 1614800394045, 1159, 1475
290.8125, -3.75, -0.75, -0.6, 0.21, -9.52, 0, 0, 0, 1614800394072, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.21, -9.53, 0, 0, 0, 1614800394095, 1159, 1475
290.8125, -3.75, -0.75, -0.59, 0.21, -9.52, 0, 0, 0, 1614800394122, 1159, 1475
290.8125, -3.75, -0.75, -0.6, 0.21, -9.5, 0, 0, 0, 1614800394145, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.2, -9.53, 0, 0, 0, 1614800394172, 1159, 1475
290.8125, -3.75, -0.75, -0.62, 0.23, -9.52, 0, 0, 0, 1614800394196, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.2, -9.55, 0, 0, 0, 1614800394223, 1159, 1475
290.8125, -3.75, -0.75, -0.6, 0.19, -9.53, 0, 0, 0, 1614800394246, 1159, 1475
290.8125, -3.75, -0.75, -0.6, 0.24, -9.53, 0, 0, 0, 1614800394273, 1159, 1475
290.8125, -3.75, -0.75, -0.6, 0.2, -9.52, 0, 0, 0, 1614800394296, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.22, -9.53, 0, 0, 0, 1614800394323, 1159, 1475
290.8125, -3.75, -0.75, -0.63, 0.2, -9.52, 0, 0, 0, 1614800394346, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.2, -9.53, 0, 0, 0, 1614800394373, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.21, -9.51, 0, 0, 0, 1614800394397, 1159, 1475
290.8125, -3.75, -0.75, -0.6, 0.22, -9.53, 0, 0, 0, 1614800394423, 1159, 1475
290.8125, -3.75, -0.75, -0.62, 0.23, -9.55, 0, 0, 0, 1614800394447, 1159, 1475
290.8125, -3.75, -0.75, -0.62, 0.21, -9.54, 0, 0, 0, 1614800394474, 1159, 1475
290.8125, -3.75, -0.75, -0.6, 0.23, -9.51, 0, 0, 0, 1614800394497, 1159, 1475
290.8125, -3.75, -0.75, -0.6, 0.21, -9.53, 0, 0, 0, 1614800394524, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.21, -9.53, 0, 0, 0, 1614800394547, 1159, 1475
290.8125, -3.75, -0.75, -0.6, 0.21, -9.54, 0, 0, 0, 1614800394574, 1159, 1475
290.8125, -3.75, -0.75, -0.62, 0.22, -9.52, 0, 0, 0, 1614800394597, 1159, 1475
290.8125, -3.75, -0.75, -0.59, 0.23, -9.55, 0, 0, 0, 1614800394624, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.21, -9.53, 0, 0, 0, 1614800394647, 1159, 1475
290.8125, -3.75, -0.75, -0.59, 0.22, -9.53, 0, 0, 0, 1614800394674, 1159, 1475
290.8125, -3.75, -0.75, -0.6, 0.21, -9.51, 0, 0, 0, 1614800394698, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.21, -9.54, 0, 0, 0, 1614800394725, 1159, 1475
290.8125, -3.75, -0.75, -0.62, 0.22, -9.51, 0, 0, 0, 1614800394748, 1159, 1475
290.8125, -3.75, -0.75, -0.62, 0.19, -9.51, 0, 0, 0, 1614800394775, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.2, -9.51, 0, 0, 0, 1614800394798, 1159, 1475
290.8125, -3.75, -0.75, -0.61, 0.22, -9.53, 0, 0, 0, 1614800394825, 1159, 1475
290.8125, -3.75, -0.75, -0.59, 0.21, -9.52, 0, 0, 0, 1614800394848, 1159, 1475
290.8125, -3.75, -0.75, -0.62, 0.19, -9.54, 0, 0, 0, 1614800394875, 1159, 1475
